iter	Passed	Remaining
155	1163	6293
156	1169	6280
157	1176	6271
158	1183	6259
159	1189	6246
160	1196	6233
161	1204	6228
162	1211	6223
163	1218	6212
164	1225	6202
165	1232	6190
166	1241	6192
167	1249	6186
168	1255	6174
169	1262	6164
170	1269	6152
171	1275	6142
172	1283	6134
173	1290	6125
174	1297	6114
175	1303	6104
176	1310	6093
177	1317	6084
178	1324	6075
179	1331	6066
180	1339	6059
181	1346	6049
182	1352	6039
183	1359	6028
184	1365	6016
185	1372	6005
186	1379	5995
187	1385	5984
188	1391	5972
189	1399	5965
190	1407	5960
191	1413	5949
192	1420	5938
193	1426	5928
194	1433	5916
195	1439	5905
196	1447	5899
197	1454	5890
198	1458	5871
199	1465	5862
200	1472	5852
201	1478	5842
202	1485	5833
203	1492	5824
204	1499	5814
205	1506	5806
206	1513	5796
207	1519	5787
208	1527	5780
209	1534	5771
210	1541	5763
211	1548	5754
212	1555	5745
213	1561	5736
214	1568	5726
215	1575	5717
216	1582	5708
217	1588	5699
218	1595	5689
219	1602	5680
220	1611	5678
221	1618	5671
222	1624	5661
223	1631	5652
224	1638	5644
225	1645	5636
226	1652	5628
227	1659	5618
228	1666	5609
229	1673	5601
230	1680	5592
231	1686	5583
232	1693	5575
233	1700	5565
234	1706	5556
235	1713	5547
236	1720	5537
237	1726	5528
238	1736	5527
239	1742	5519
240	1750	5511
241	1756	5502
242	1763	5493
243	1772	5491
244	1779	5482
245	1786	5474
246	1792	5465
247	1799	5455
248	1805	5446
249	1813	5440
250	1820	5432
251	1827	5425
252	1835	5418
253	1841	5409
254	1848	5400
255	1855	5393
256	1862	5384
257	1870	5380
258	1877	5371
259	1884	5363
260	1891	5354
261	1897	5345
262	1904	5336
263	1910	5327
264	1917	5318
265	1924	5310
266	1931	5301
267	1937	5293
268	1944	5284
269	1951	5275
270	1958	5267
271	1964	5259
272	1971	5250
273	1978	5242
274	1985	5234
275	1992	5226
276	1999	5217
277	2005	5208
278	2014	5206
279	2021	5197
280	2028	5191
281	2035	5183
282	2042	5174
283	2048	5165
284	2055	5156
285	2062	5148
286	2068	5139
287	2075	5130
288	2082	5122
289	2088	5112
290	2094	5103
291	2101	5095
292	2109	5089
293	2116	5081
294	2123	5073
295	2130	5066
296	2138	5061
297	2144	5052
298	2152	5046
299	2159	5037
300	2166	5030
301	2172	5021
302	2179	5012
303	2185	5004
304	2192	4996
305	2199	4988
306	2206	4979
307	2214	4975
308	2221	4967
309	2229	4963
310	2236	4954
311	2243	4946
312	2250	4938
313	2257	4931
314	2263	4922
315	2270	4915
316	2278	4908
317	2284	4899
318	2291	4891
319	2299	4885
320	2305	4876
321	2312	4868
322	2319	4861
323	2325	4852
324	2332	4845
325	2339	4836
326	2345	4827
327	2352	4819
328	2358	4810
329	2365	4802
330	2371	4794
331	2378	4785
332	2384	4776
333	2391	4768
334	2398	4761
335	2405	4753
336	2411	4744
337	2419	4739
338	2427	4732
339	2433	4724
340	2440	4716
341	2447	4708
342	2453	4699
343	2460	4691
344	2466	4682
345	2473	4674
346	2479	4665
347	2485	4657
348	2492	4650
349	2499	4641
350	2506	4634
351	2512	4626
352	2519	4617
353	2525	4609
354	2532	4601
355	2539	4593
356	2545	4585
357	2548	4570
358	2557	4565
359	2563	4557
360	2570	4550
361	2577	4542
362	2584	4534
363	2590	4526
364	2597	4519
365	2604	4511
366	2611	4503
367	2618	4497
368	2625	4489
369	2632	4482
370	2638	4473
371	2646	4466
372	2652	4459
373	2659	4452
374	2666	4444
375	2672	4435
376	2679	4427
377	2686	4420
378	2693	4414
379	2700	4406
380	2707	4398
381	2713	4390
382	2728	4395
383	2735	4387
384	2742	4380
385	2748	4372
386	2755	4364
387	2762	4356
388	2768	4349
389	2775	4341
390	2782	4333
391	2788	4325
392	2795	4317
393	2801	4309
394	2808	4301
395	2815	4294
396	2823	4288
397	2830	4281
398	2837	4274
399	2844	4266
400	2850	4258
401	2857	4251
402	2864	4243
403	2871	4235
404	2877	4228
405	2884	4220
406	2893	4215
407	2899	4207
408	2906	4199
409	2913	4192
410	2919	4184
411	2926	4176
412	2933	4169
413	2939	4160
414	2946	4152
415	2952	4145
416	2959	4137
417	2966	4129
418	2973	4122
419	2979	4115
420	2986	4107
421	2993	4099
422	2999	4092
423	3006	4083
424	3012	4075
425	3019	4068
426	3027	4062
427	3034	4055
428	3040	4047
429	3047	4039
430	3054	4032
431	3061	4024
432	3067	4017
433	3074	4009
434	3080	4001
435	3086	3993
436	3093	3985
437	3100	3978
438	3107	3970
439	3114	3963
440	3120	3956
441	3127	3948
442	3134	3941
443	3142	3935
444	3148	3927
445	3156	3920
446	3165	3915
447	3171	3907
448	3177	3899
449	3184	3892
450	3191	3885
451	3198	3877
452	3204	3869
453	3211	3862
454	3220	3857
455	3228	3851
456	3234	3843
457	3241	3835
458	3248	3828
459	3254	3821
460	3261	3813
461	3267	3805
462	3274	3797
463	3281	3790
464	3288	3783
465	3294	3775
466	3303	3770
467	3310	3762
468	3316	3754
469	3322	3747
470	3329	3739
471	3336	3732
472	3342	3724
473	3349	3716
474	3355	3709
475	3362	3701
476	3369	3693
477	3375	3686
478	3382	3678
479	3388	3671
480	3394	3663
481	3401	3655
482	3409	3649
483	3415	3641
484	3422	3633
485	3429	3627
486	3436	3620
487	3443	3612
488	3449	3605
489	3456	3597
490	3463	3590
491	3469	3582
492	3476	3575
493	3483	3567
494	3489	3560
495	3496	3552
496	3502	3544
497	3509	3537
498	3516	3530
499	3522	3522
500	3528	3514
501	3535	3507
502	3541	3499
503	3548	3492
504	3555	3484
505	3562	3477
506	3568	3470
507	3575	3462
508	3581	3454
509	3587	3447
510	3595	3440
511	3602	3433
512	3608	3426
513	3615	3418
514	3621	3410
515	3628	3403
516	3637	3397
517	3643	3390
518	3650	3383
519	3657	3375
520	3663	3368
521	3670	3361
522	3677	3354
523	3684	3346
524	3691	3339
525	3697	3331
526	3703	3324
527	3710	3316
528	3719	3311
529	3726	3305
530	3733	3297
531	3739	3289
532	3745	3281
533	3752	3274
534	3759	3267
535	3766	3260
536	3773	3253
537	3779	3245
538	3785	3238
539	3791	3230
540	3798	3222
541	3805	3215
542	3811	3207
543	3817	3200
544	3824	3192
545	3832	3186
546	3839	3179
547	3845	3172
548	3852	3164
549	3859	3157
550	3866	3150
551	3873	3143
552	3881	3137
553	3887	3129
554	3893	3122
555	3900	3114
556	3907	3107
557	3914	3100
558	3921	3093
559	3927	3085
560	3933	3078
561	3940	3071
562	3947	3063
563	3953	3056
564	3960	3049
565	3967	3042
566	3973	3034
567	3980	3027
568	3986	3019
569	3992	3012
570	3999	3005
571	4006	2997
572	4012	2990
573	4019	2983
574	4026	2976
575	4035	2970
576	4041	2963
577	4049	2956
578	4055	2949
579	4062	2941
580	4069	2934
581	4075	2927
582	4082	2919
583	4089	2913
584	4095	2905
585	4102	2898
586	4109	2891
587	4116	2884
588	4122	2876
589	4129	2869
590	4135	2862
591	4142	2855
592	4148	2847
593	4155	2840
594	4162	2833
595	4170	2827
596	4177	2819
597	4183	2812
598	4189	2804
599	4196	2797
600	4203	2790
601	4211	2784
602	4218	2777
603	4224	2769
604	4231	2762
605	4238	2755
606	4246	2749
607	4253	2742
608	4260	2735
609	4267	2728
610	4273	2720
611	4280	2713
612	4286	2706
613	4294	2699
614	4301	2692
615	4307	2685
616	4313	2677
617	4320	2670
618	4326	2663
619	4333	2655
620	4340	2648
621	4346	2641
622	4353	2634
623	4360	2627
624	4366	2619
625	4373	2612
626	4379	2605
627	4386	2598
628	4393	2591
629	4400	2584
630	4406	2576
631	4412	2569
632	4419	2562
633	4425	2554
634	4432	2547
635	4439	2540
636	4446	2534
637	4453	2527
638	4460	2519
639	4466	2512
640	4472	2505
641	4479	2498
642	4486	2490
643	4493	2483
644	4499	2476
645	4506	2469
646	4512	2462
647	4519	2454
648	4526	2447
649	4532	2440
650	4539	2433
651	4546	2426
652	4553	2419
653	4561	2413
654	4567	2405
655	4574	2398
656	4581	2391
657	4588	2384
658	4595	2377
659	4602	2370
660	4608	2363
661	4615	2356
662	4621	2349
663	4628	2342
664	4635	2335
665	4645	2329
666	4652	2322
667	4659	2315
668	4666	2308
669	4673	2301
670	4680	2294
671	4687	2287
672	4694	2280
673	4703	2274
674	4710	2267
675	4716	2260
676	4723	2253
677	4729	2246
678	4737	2239
679	4743	2232
680	4750	2225
681	4757	2218
682	4763	2211
683	4770	2203
684	4777	2196
685	4784	2189
686	4791	2182
687	4797	2175
688	4804	2168
689	4811	2161
690	4818	2154
691	4825	2147
692	4832	2140
693	4839	2133
694	4846	2127
695	4853	2120
696	4861	2113
697	4867	2106
698	4874	2098
699	4881	2092
700	4890	2086
701	4897	2078
702	4903	2071
703	4910	2064
704	4917	2057
705	4923	2050
706	4930	2043
707	4937	2036
708	4944	2029
709	4951	2022
710	4957	2015
711	4964	2008
712	4970	2000
713	4977	1993
714	4984	1986
715	4991	1979
716	4997	1972
717	5004	1965
718	5011	1958
719	5017	1951
720	5024	1944
721	5031	1937
722	5037	1929
723	5044	1922
724	5051	1916
725	5058	1909
726	5065	1902
727	5072	1895
728	5079	1888
729	5086	1881
730	5093	1874
731	5100	1867
732	5107	1860
733	5114	1853
734	5121	1846
735	5128	1839
736	5134	1832
737	5141	1825
738	5148	1818
739	5155	1811
740	5161	1804
741	5168	1797
742	5175	1790
743	5181	1783
744	5188	1776
745	5196	1769
746	5204	1762
747	5211	1755
748	5218	1748
749	5224	1741
750	5231	1734
751	5238	1727
752	5246	1720
753	5253	1714
754	5261	1707
755	5268	1700
756	5275	1693
757	5282	1686
758	5288	1679
759	5295	1672
760	5302	1665
761	5309	1658
762	5315	1651
763	5322	1644
764	5329	1637
765	5336	1630
766	5342	1623
767	5349	1616
768	5356	1608
769	5362	1601
770	5370	1595
771	5377	1588
772	5384	1581
773	5391	1574
774	5397	1567
775	5404	1559
776	5410	1552
777	5417	1545
778	5423	1538
779	5430	1531
780	5436	1524
781	5442	1517
782	5450	1510
783	5457	1503
784	5464	1496
785	5470	1489
786	5477	1482
787	5484	1475
788	5490	1468
789	5497	1461
790	5504	1454
791	5512	1447
792	5518	1440
793	5525	1433
794	5532	1426
795	5538	1419
796	5545	1412
797	5552	1405
798	5559	1398
799	5565	1391
800	5572	1384
801	5579	1377
802	5585	1370
803	5592	1363
804	5598	1356
805	5605	1349
806	5613	1342
807	5620	1335
808	5627	1328
809	5634	1321
810	5641	1314
811	5647	1307
812	5656	1301
813	5663	1294
814	5670	1287
815	5677	1280
816	5683	1273
817	5692	1266
818	5699	1259
819	5706	1252
820	5712	1245
821	5719	1238
822	5725	1231
823	5732	1224
824	5739	1217
825	5747	1210
826	5753	1203
827	5760	1196
828	5767	1189
829	5774	1182
830	5781	1175
831	5788	1168
832	5794	1161
833	5801	1154
834	5808	1147
835	5814	1140
836	5821	1133
837	5828	1126
838	5835	1119
839	5841	1112
840	5848	1105
841	5859	1099
842	5866	1092
843	5873	1085
844	5880	1078
845	5886	1071
846	5893	1064
847	5900	1057
848	5906	1050
849	5913	1043
850	5920	1036
851	5927	1029
852	5933	1022
853	5940	1015
854	5947	1008
855	5953	1001
856	5960	994
857	5966	987
858	5973	980
859	5980	973
860	5986	966
861	5993	959
862	5999	952
863	6006	945
864	6013	938
865	6019	931
866	6026	924
867	6032	917
868	6039	910
869	6046	903
870	6053	896
871	6062	889
872	6070	883
873	6077	876
874	6083	869
875	6090	862
876	6097	855
877	6104	848
878	6110	841
879	6117	834
880	6124	827
881	6131	820
882	6138	813
883	6144	806
884	6151	799
885	6158	792
886	6165	785
887	6173	778
888	6180	771
889	6196	765
890	6207	759
891	6215	752
892	6222	745
893	6229	738
894	6235	731
895	6242	724
896	6249	717
897	6256	710
898	6263	703
899	6270	696
900	6278	689
901	6284	682
902	6291	675
903	6298	668
904	6304	661
905	6311	654
906	6318	647
907	6325	640
908	6333	633
909	6339	627
910	6346	620
911	6353	613
912	6359	606
913	6366	599
914	6373	592
915	6380	585
916	6386	578
917	6392	571
918	6399	564
919	6406	557
920	6412	550
921	6420	543
922	6427	536
923	6433	529
924	6440	522
925	6446	515
926	6453	508
927	6459	501
928	6468	494
929	6475	487
930	6481	480
931	6488	473
932	6494	466
933	6501	459
934	6507	452
935	6514	445
936	6520	438
937	6527	431
938	6533	424
939	6540	417
940	6547	410
941	6554	403
942	6563	396
943	6571	389
944	6577	382
945	6584	375
946	6591	368
947	6599	361
948	6606	355
949	6613	348
950	6619	341
951	6626	334
952	6632	327
953	6639	320
954	6646	313
955	6653	306
956	6659	299
957	6666	292
958	6674	285
959	6683	278
960	6690	271
961	6697	264
962	6703	257
963	6710	250
964	6717	243
965	6724	236
966	6730	229
967	6737	222
968	6744	215
969	6750	208
970	6757	201
971	6764	194
972	6771	187
973	6778	180
974	6785	173
975	6791	167
976	6798	160
977	6805	153
978	6812	146
979	6819	139
980	6826	132
981	6833	125
982	6840	118
983	6848	111
984	6855	104
985	6861	97
986	6869	90
987	6876	83
988	6883	76
989	6889	69
990	6896	62
991	6903	55
992	6910	48
993	6918	41
994	6925	34
995	6931	27
996	6938	20
997	6945	13
998	6952	6
999	6960	0
