iter	Logloss
249	0.4253684195
250	0.4252393411
251	0.4250381948
252	0.4249309609
253	0.4247517853
254	0.4245626345
255	0.4243402434
256	0.4241135907
257	0.4239413284
258	0.4236577284
259	0.4234927581
260	0.423380947
261	0.4232512689
262	0.4231443822
263	0.4229706994
264	0.4227270951
265	0.4225040095
266	0.4222196204
267	0.4220341629
268	0.422029049
269	0.4218799886
270	0.4217163441
271	0.4215032022
272	0.421306128
273	0.4211812165
274	0.4210754347
275	0.420889346
276	0.420612091
277	0.4204189943
278	0.4201901319
279	0.4199497159
280	0.4197776114
281	0.4195474864
282	0.4193308089
283	0.4190819014
284	0.4188506714
285	0.4186431169
286	0.4184281126
287	0.4181337482
288	0.417946081
289	0.4178056384
290	0.4175826791
291	0.4173377806
292	0.4171626141
293	0.4169703381
294	0.4168067883
295	0.4166524246
296	0.4165582596
297	0.416377695
298	0.4161984879
299	0.4160479122
300	0.4158894763
301	0.4156039823
302	0.4154804914
303	0.4152701589
304	0.4151734685
305	0.4148861436
306	0.4146608168
307	0.4144646581
308	0.414316734
309	0.41418311
310	0.4139942433
311	0.4137934442
312	0.4136440365
313	0.4133638458
314	0.4130874432
315	0.4128716812
316	0.4125904172
317	0.4123364905
318	0.412125211
319	0.4120174721
320	0.411794639
321	0.411558895
322	0.4113961028
323	0.4112081831
324	0.4110094043
325	0.4108854714
326	0.4107281719
327	0.4106096054
328	0.4104575145
329	0.4103884139
330	0.4101935494
331	0.4100843899
332	0.4099189145
333	0.4097797031
334	0.4095909942
335	0.4093603325
336	0.4090608227
337	0.4089316811
338	0.4087316712
339	0.4085539162
340	0.4084443779
341	0.4082632451
342	0.4080602363
343	0.4078202307
344	0.4077347782
345	0.4075033273
346	0.407342808
347	0.4070843671
348	0.4068531056
349	0.4066812852
350	0.4065696951
351	0.4065070657
352	0.4062919667
353	0.4061946765
354	0.4059544499
355	0.4057650465
356	0.4055482744
357	0.4053557459
358	0.4050858146
359	0.4049814217
360	0.4047464353
361	0.404590367
362	0.4043506455
363	0.4040937514
364	0.4039359468
365	0.4037852133
366	0.4035435346
367	0.4033146723
368	0.4031678215
369	0.4031036138
370	0.4029684429
371	0.4027606675
372	0.4024940191
373	0.4023160115
374	0.4021186532
375	0.4019857552
376	0.4018455652
377	0.4017348905
378	0.4016016452
379	0.401390208
380	0.4012846472
381	0.4011211921
382	0.4008522393
383	0.400733294
384	0.4005939247
385	0.4004193264
386	0.4002517676
387	0.4000777374
388	0.3998495064
389	0.3997300876
390	0.3995864883
391	0.399381617
392	0.3991922452
393	0.398940907
394	0.3987789671
395	0.3986048739
396	0.3983952359
397	0.398130671
398	0.3979282935
399	0.3977743717
400	0.3976451987
401	0.3974049721
402	0.3971684073
403	0.3969947876
404	0.3968663721
405	0.396685997
406	0.3964924899
407	0.3963532153
408	0.3962500536
409	0.3961563936
410	0.3960554732
411	0.3958885142
412	0.3957492711
413	0.3955569952
414	0.3953436954
415	0.3951936248
416	0.3950996176
417	0.3948972717
418	0.3948071473
419	0.3946474487
420	0.3944904649
421	0.3942914967
422	0.3941286729
423	0.3939469089
424	0.3937543488
425	0.393555349
426	0.3934188207
427	0.3933106399
428	0.3931110719
429	0.3929286764
430	0.3927112098
431	0.3925766703
432	0.3923994519
433	0.3922949328
434	0.3921018046
435	0.3919098127
436	0.3915660772
437	0.3913863965
438	0.3912154916
439	0.3910311706
440	0.3908411359
441	0.3906868037
442	0.3905756871
443	0.3903645339
444	0.3901914824
445	0.3899723427
446	0.3897875482
447	0.3896222306
448	0.38944517
449	0.3892860081
450	0.3891340435
451	0.388931666
452	0.3887597193
453	0.3885795336
454	0.3884186354
455	0.3882972595
456	0.3880865167
457	0.3879564597
458	0.3878077149
459	0.3877022488
460	0.387527398
461	0.3874260041
462	0.387326883
463	0.3872688624
464	0.3871067016
465	0.3869339342
466	0.3868175774
467	0.386659615
468	0.3865206876
469	0.3863798662
470	0.3862162849
471	0.3861371774
472	0.3860174113
473	0.3858886802
474	0.3857583707
475	0.3856557141
476	0.385528877
477	0.3853442087
478	0.3851617817
479	0.3850611138
480	0.3849194401
481	0.3847854057
482	0.3846783612
483	0.3844673975
484	0.3842737325
485	0.3840518149
486	0.3839129192
487	0.3837430559
488	0.383588124
489	0.3833596088
490	0.3831741198
491	0.3829292844
492	0.3828569008
493	0.3826382346
494	0.3825100085
495	0.382390937
496	0.3822593332
497	0.3820627325
498	0.3818923958
499	0.3816670689
500	0.3814420578
501	0.3811931818
502	0.3810419747
503	0.3808102713
504	0.3806971975
505	0.3805608902
506	0.3803864498
507	0.3802854662
508	0.3801875762
509	0.3799484229
510	0.3797799171
511	0.3796376436
512	0.3795174041
513	0.3793478881
514	0.3792360769
515	0.379108861
516	0.3789669348
517	0.3788260187
518	0.3786879752
519	0.3784938684
520	0.3782791481
521	0.3781118418
522	0.3779732301
523	0.3778842737
524	0.3777845212
525	0.377629684
526	0.3774792977
527	0.3773254391
528	0.3771245137
529	0.3769777577
530	0.3767690667
531	0.3765706667
532	0.3763875768
533	0.3762870037
534	0.3761017987
535	0.3759927971
536	0.3758405168
537	0.375686595
538	0.3755121545
539	0.3753241086
540	0.375175427
541	0.3750643103
542	0.3749602648
543	0.3747886653
544	0.3746874924
545	0.3745443981
546	0.3743644018
547	0.3741992105
548	0.3740671333
549	0.3738304422
550	0.3736423015
551	0.3734425757
552	0.3732559503
553	0.3731587864
554	0.3730064745
555	0.3728439664
556	0.372643483
557	0.3725358072
558	0.3723951436
559	0.3722571948
560	0.3720802606
561	0.3718978651
562	0.3717831814
563	0.371699402
564	0.3715800779
565	0.3714558608
566	0.3712735601
567	0.3710894285
568	0.3709661585
569	0.3707904553
570	0.3706443938
571	0.370521692
572	0.370388573
573	0.3702185203
574	0.3700877689
575	0.3699772205
576	0.3698186899
577	0.3695959199
578	0.3693719821
579	0.3692132305
580	0.3690529952
581	0.3688236278
582	0.36865891
583	0.3685260751
584	0.3683844961
585	0.3682578168
586	0.3681177846
587	0.3679102301
588	0.3677309283
589	0.3676059852
590	0.3674918066
591	0.3672666376
592	0.3671611083
593	0.3669621401
594	0.3667349508
595	0.3665160321
596	0.3663489783
597	0.3661722334
598	0.3659906272
599	0.3658292871
600	0.3656532683
601	0.3654781964
602	0.3653143625
603	0.3651480664
604	0.3649925662
605	0.3648416749
606	0.3646910361
607	0.3645188053
608	0.3643762162
609	0.3641013288
610	0.3639329808
611	0.3637759338
612	0.3635873828
613	0.363416099
614	0.3632326934
615	0.3630837593
616	0.3629776303
617	0.3627828289
618	0.3626530876
619	0.3625462326
620	0.3624345162
621	0.3623112777
622	0.3622031915
623	0.3619826629
624	0.3618991045
625	0.361647924
626	0.3615028095
627	0.3614045723
628	0.3612361927
629	0.3610320791
630	0.3608474108
631	0.3607657148
632	0.360630102
633	0.3604732129
634	0.3603108311
635	0.3601002777
636	0.3598552529
637	0.3597193244
638	0.3595988323
639	0.3595044779
640	0.3594086714
641	0.3591683185
642	0.3590287598
643	0.3588265086
644	0.3586471121
645	0.3585736867
646	0.3583813476
647	0.3582646436
648	0.3581301672
649	0.3580071813
650	0.3578269956
651	0.3576889205
652	0.3575662187
653	0.3574549758
654	0.3573145017
655	0.3571849182
656	0.3569981349
657	0.3568705718
658	0.3567699355
659	0.3566129201
660	0.3564596297
661	0.3562570943
662	0.3561424422
663	0.3560003265
664	0.3558323889
665	0.3556212673
666	0.3555003017
667	0.3553159807
668	0.3551376574
669	0.3550006557
670	0.3548830362
671	0.3547044919
672	0.3545633865
673	0.3543784972
674	0.3542374864
675	0.3540872264
676	0.3539531289
677	0.3538069726
678	0.3536860701
679	0.3534659834
680	0.3533401249
681	0.3532385732
682	0.3531132513
683	0.3529506169
684	0.3528220752
685	0.3526338398
686	0.3524065242
687	0.3522779194
688	0.3521196413
689	0.3519512617
690	0.351817543
691	0.3516699346
692	0.3514481117
693	0.3513139826
694	0.3512053282
695	0.3510473974
696	0.3509307565
697	0.3507798651
698	0.3505969646
699	0.3504974016
700	0.3503676287
701	0.3502490938
702	0.3501473526
703	0.3499844342
704	0.3498767268
705	0.3497578762
706	0.3495992509
707	0.34943447
708	0.3493304876
709	0.3492113844
710	0.3491253006
711	0.3489765243
712	0.3488335879
713	0.3486766041
714	0.3484765941
715	0.3482980499
716	0.3481610482
717	0.3479828196
718	0.3479102781
719	0.3478091052
720	0.3477011768
721	0.3476062226
722	0.3475229167
723	0.3474230696
724	0.3472831005
725	0.3471483716
726	0.3469696379
727	0.3467798558
728	0.346596829
729	0.3464721385
730	0.3463251615
731	0.3461413455
732	0.3459587291
733	0.3458179077
734	0.3457035397
735	0.3455183979
736	0.3454189927
737	0.3453107803
738	0.3452007054
739	0.3450600102
740	0.344901164
741	0.3447780518
742	0.3446805406
743	0.3445963508
744	0.3444133241
745	0.3442065587
746	0.3441050701
747	0.3439864089
748	0.3438264262
749	0.3436763556
750	0.3435139738
751	0.3434391595
752	0.3432900359
753	0.3431962181
754	0.343029701
755	0.3429248663
756	0.3428438648
757	0.342747711
758	0.3425978298
759	0.3423850036
760	0.3422943425
761	0.3421960422
762	0.3419828372
763	0.3418293573
764	0.3416838324
765	0.3414959443
766	0.3413426854
767	0.3412612104
768	0.3411324792
769	0.3409659621
770	0.3408169648
771	0.340676396
772	0.3404449135
773	0.3403495489
774	0.3401412368
775	0.3399949859
776	0.3398519548
777	0.3397074084
778	0.3395668712
779	0.3393778466
780	0.339288827
781	0.3391661568
782	0.3390533355
783	0.3389276349
784	0.3388008293
785	0.3387082111
786	0.3386183076
787	0.3384606925
788	0.3383238801
789	0.3381939494
790	0.3380896197
791	0.3379686857
792	0.3377527659
793	0.3376109028
794	0.3375108978
795	0.3374189109
796	0.3373185271
797	0.3372181434
798	0.337058066
799	0.336969583
800	0.3367952688
801	0.3366800169
802	0.336514068
803	0.3363736885
804	0.3361254123
805	0.3360133802
806	0.3358828497
807	0.3356711599
808	0.3355104196
809	0.3353787212
810	0.3352996137
811	0.3352105941
812	0.3350580613
813	0.3349506696
814	0.3347965584
815	0.3346674484
816	0.3345373283
817	0.3344012105
818	0.3342707747
819	0.3341149589
820	0.3339953822
821	0.3338304119
822	0.3337032591
823	0.3335674885
824	0.3334483538
825	0.3333095211
826	0.3332343911
827	0.3331201493
828	0.3330004464
829	0.3328374964
830	0.3327184248
831	0.3324547754
832	0.3322188104
833	0.332070034
834	0.3319030434
835	0.3317784791
836	0.3316820097
837	0.3315391364
838	0.3314194335
839	0.3312902604
840	0.3311815114
841	0.3310708998
842	0.330934119
843	0.3308094285
844	0.3306826229
845	0.3305563856
846	0.3304510773
847	0.3302907158
848	0.3301817773
849	0.3301050058
850	0.3299544618
851	0.3298605493
852	0.329733428
853	0.32960899
854	0.3295154564
855	0.3294392215
856	0.3292747563
857	0.3291744356
858	0.3290457676
859	0.3288540914
860	0.328733694
861	0.3285764892
862	0.3284142021
863	0.3282940889
864	0.3281940523
865	0.3280489694
866	0.3278999721
867	0.3277948216
868	0.3276769496
869	0.3274645653
870	0.3273590677
871	0.3271916351
872	0.3271099391
873	0.3270276118
874	0.3268791827
875	0.3268011485
876	0.3266641468
877	0.3265018597
878	0.3263636268
879	0.3262869184
880	0.326230129
881	0.3261374792
882	0.3260102633
883	0.3259019877
884	0.325770889
885	0.3256423788
886	0.3255249172
887	0.3253920192
888	0.3252513872
889	0.3251227823
890	0.3250408338
891	0.3249627996
892	0.324865099
893	0.3247966297
894	0.3246838716
895	0.3245718711
896	0.3244302605
897	0.324321543
898	0.3241491228
899	0.3239766395
900	0.3238995208
901	0.3237969589
902	0.32371722
903	0.3235977065
904	0.323434283
905	0.3233491462
906	0.3232152696
907	0.3231040898
908	0.3229618795
909	0.3228501631
910	0.3227354793
911	0.3226208903
912	0.3224709776
913	0.3222976419
914	0.3221576097
915	0.3220386013
916	0.3219343347
917	0.3218447785
918	0.3216674339
919	0.321541891
920	0.321416285
921	0.3212427915
922	0.321091111
923	0.3209985244
924	0.32088987
925	0.3207625278
926	0.3206581665
927	0.3205781752
928	0.320429683
929	0.3202876305
930	0.3201230389
931	0.3199975908
932	0.31992325
933	0.3198030104
934	0.319610766
935	0.3194681769
936	0.3193186113
937	0.319209736
938	0.3191149712
939	0.318996089
940	0.3188842148
941	0.3187693101
942	0.3186532058
943	0.3185102379
944	0.3184042667
945	0.3182796708
946	0.3180955392
947	0.3179266546
948	0.317828954
949	0.3176982973
950	0.3175225941
951	0.3173542776
952	0.3172148768
953	0.3170839044
954	0.3170177395
955	0.3169030242
956	0.3167631498
957	0.3166276001
958	0.3165180619
959	0.3164295789
960	0.3162481621
961	0.3161719272
962	0.3160258657
963	0.3159205574
964	0.3158085569
965	0.3156696295
966	0.3155403302
967	0.3153350485
968	0.3151385741
969	0.3150371171
970	0.3149547897
971	0.3148214498
972	0.314721287
973	0.3146462517
974	0.3145435004
975	0.3144008165
976	0.3143243923
977	0.3142029531
978	0.3140887745
979	0.3139848552
980	0.3137677989
981	0.3135730923
982	0.3134394367
983	0.3133287935
984	0.3132162248
985	0.3131033089
986	0.3129549429
987	0.3128601781
988	0.3127442948
989	0.3126061566
990	0.3123835761
991	0.3122784573
992	0.3121474217
993	0.312035579
994	0.3119473802
995	0.3118502794
996	0.3117186441
997	0.3116088533
998	0.3114592246
999	0.3113095013
